Price,Year,Mileage,Make,Model,Usage_level
24600,2013,47230,INFINITI,JX35JX35,Medium
35255,2017,19262,INFINITI,QX70RWD,Low
34988,2015,8260,INFINITI,QX70V6,Low
31950,2015,33838,INFINITI,QX70V6,Medium
39888,2016,17784,INFINITI,QX60FWD,Low
31500,2014,34777,INFINITI,QX70V6,Medium
23998,2014,49209,INFINITI,Q50AWD,Medium
39500,2016,11551,INFINITI,QX60FWD,Low
24980,2013,47332,INFINITI,JX35JX35,Medium
26900,2013,28587,INFINITI,JX35JX35,Medium
20777,2010,88225,INFINITI,QX56RWD,High
36333,2017,11648,INFINITI,QX70RWD,Low
43777,2017,6882,INFINITI,Q50RED,Low
27030,2013,26838,INFINITI,M37M37,Medium
27000,2013,39956,INFINITI,M37M37,Medium
39988,2017,11599,INFINITI,Q703.7,Low
19990,2013,114316,INFINITI,JX35JX35,High
5700,2003,164772,INFINITI,G35,High
38572,2017,10385,INFINITI,Q603.0T,Low
40551,2017,6150,INFINITI,Q603.0T,Low
39777,2017,3251,INFINITI,Q603.0T,Low
2995,1998,170067,INFINITI,Q45BASE,High
41777,2017,9486,INFINITI,QX60FWD,Low
39994,2017,14242,INFINITI,Q703.7,Low
35999,2015,30690,INFINITI,Q70LV6,Medium
39994,2017,758,INFINITI,Q602.0T,Low
35399,2016,27156,INFINITI,QX70AWD,Medium
44777,2017,7750,INFINITI,Q50RED,Low
34530,2014,16401,INFINITI,QX70V6,Low
25230,2013,61542,INFINITI,JX35JX35,Medium
44789,2017,10875,INFINITI,Q50RED,Low
36980,2015,18000,INFINITI,Q60,Low
44888,2017,10373,INFINITI,Q50RED,Low
41888,2016,16238,INFINITI,QX60AWD,Low
41888,2016,16791,INFINITI,QX60AWD,Low
41888,2016,18846,INFINITI,QX60FWD,Low
38000,2016,22627,INFINITI,Q70LV6,Low
38988,2016,12550,INFINITI,Q70LV6,Low
45998,2017,6847,INFINITI,Q50RED,Low
39994,2016,30663,INFINITI,QX60AWD,Medium
36909,2017,18048,INFINITI,QX70AWD,Low
26980,2013,54904,INFINITI,JX35JX35,Medium
39995,2017,8190,INFINITI,Q603.0T,Low
36500,2015,16362,INFINITI,QX70V6,Low
39998,2016,20556,INFINITI,Q70LV6,Low
37780,2016,24735,INFINITI,Q70LV6,Low
43777,2017,9716,INFINITI,QX60FWD,Low
43777,2017,10138,INFINITI,QX60FWD,Low
28280,2013,46240,INFINITI,JX35JX35,Medium
23973,2011,110950,INFINITI,QX562WD,High
30994,2014,49501,INFINITI,QX602WD,Medium
33105,2014,27759,INFINITI,QX602WD,Medium
32998,2014,38420,INFINITI,QX602WD,Medium
25822,2011,83151,INFINITI,QX562WD,High
28410,2013,75943,INFINITI,QX564WD,Medium
23950,2011,117137,INFINITI,QX562WD,High
26998,2012,99941,INFINITI,QX562WD,High
43994,2016,12223,INFINITI,QX60FWD,Low
39994,2017,15049,INFINITI,QX70RWD,Low
45777,2017,7510,INFINITI,QX60FWD,Low
44994,2017,13417,INFINITI,QX60AWD,Low
44999,2017,15784,INFINITI,QX60AWD,Low
32990,2016,8586,INFINITI,Q50RWD,Low
25896,2011,94201,INFINITI,QX562WD,High
44794,2016,10600,INFINITI,QX60AWD,Low
41777,2017,6151,INFINITI,QX70RWD,Low
25990,2011,95939,INFINITI,QX564WD,High
44994,2016,10939,INFINITI,QX60FWD,Low
40999,2017,14223,INFINITI,QX70AWD,Low
27990,2015,15544,INFINITI,QX50RWD,Low
41777,2017,8961,INFINITI,QX70RWD,Low
28998,2012,91748,INFINITI,QX562WD,High
41998,2016,26800,INFINITI,Q70LV6,Medium
24995,2011,114084,INFINITI,QX562WD,High
44777,2017,4500,INFINITI,Q70L3.7,Low
41730,2015,9113,INFINITI,Q70LV8,Low
41777,2017,21170,INFINITI,QX70RWD,Low
28991,2012,88426,INFINITI,QX562WD,High
39888,2016,19041,INFINITI,Q50RWD,Low
46888,2016,11868,INFINITI,QX60FWD,Low
43777,2017,8075,INFINITI,QX70RWD,Low
28480,2012,99383,INFINITI,QX564WD,High
46995,2016,10594,INFINITI,QX60AWD,Low
29990,2013,93114,INFINITI,QX564WD,High
31900,2012,71228,INFINITI,QX562WD,Medium
33999,2013,50561,INFINITI,QX564WD,Medium
30988,2015,39757,INFINITI,QX60AWD,Medium
33555,2013,75678,INFINITI,QX564WD,Medium
24998,2012,53146,INFINITI,FX35AWD,Medium
32777,2012,75255,INFINITI,QX562WD,Medium
30995,2013,90765,INFINITI,QX564WD,High
33998,2014,49020,INFINITI,QX60AWD,Medium
12000,2007,107524,INFINITI,G35,High
32993,2014,83392,INFINITI,QX802WD,High
29988,2014,39873,INFINITI,Q60,Medium
34354,2013,75072,INFINITI,QX564WD,Medium
46000,2017,9619,INFINITI,QX70RWD,Low
21777,2014,48319,INFINITI,Q60,Medium
39944,2016,42818,INFINITI,QX60AWD,Medium
41998,2015,9530,INFINITI,Q70V6,Low
29345,2015,19793,INFINITI,Q60,Low
37991,2013,48394,INFINITI,QX562WD,Medium
20985,2013,85432,INFINITI,JX35JX35,High
38994,2016,29285,INFINITI,QX60FWD,Medium
41995,2013,28391,INFINITI,QX564WD,Medium
32980,2014,90445,INFINITI,QX802WD,High
39888,2016,14705,INFINITI,QX70AWD,Low
25222,2014,62000,INFINITI,Q60,Medium
34480,2014,75391,INFINITI,QX804WD,Medium
39999,2013,51482,INFINITI,QX564WD,Medium
36986,2014,67048,INFINITI,QX802WD,Medium
37885,2014,69637,INFINITI,QX802WD,Medium
40990,2017,15240,INFINITI,QX60AWD,Low
40000,2014,48583,INFINITI,QX804WD,Medium
39000,2014,62635,INFINITI,QX802WD,Medium
40480,2014,39723,INFINITI,QX802WD,Medium
40995,2014,48066,INFINITI,QX804WD,Medium
38900,2014,64370,INFINITI,QX804WD,Medium
43998,2017,6375,INFINITI,QX60FWD,Low
42950,2015,55993,INFINITI,QX802WD,Medium
39941,2014,64660,INFINITI,QX804WD,Medium
42230,2016,45780,INFINITI,QX804WD,Medium
41576,2014,52689,INFINITI,QX802WD,Medium
33900,2011,56900,INFINITI,QX562WD,Medium
42750,2014,42606,INFINITI,QX802WD,Medium
43480,2016,39260,INFINITI,QX802WD,Medium
42980,2016,49479,INFINITI,QX804WD,Medium
42987,2015,56204,INFINITI,QX802WD,Medium
43100,2014,37594,INFINITI,QX804WD,Medium
42030,2014,47720,INFINITI,QX802WD,Medium
45991,2016,43615,INFINITI,QX804WD,Medium
42824,2014,42671,INFINITI,QX804WD,Medium
46100,2015,30996,INFINITI,QX804WD,Medium
45998,2017,8198,INFINITI,QX60FWD,Low
43994,2014,50740,INFINITI,QX802WD,Medium
43990,2015,50254,INFINITI,QX804WD,Medium
47989,2017,19769,INFINITI,QX80RWD,Low
45998,2015,36220,INFINITI,QX802WD,Medium
45995,2015,39986,INFINITI,QX804WD,Medium
46994,2015,25620,INFINITI,QX802WD,Medium
49823,2017,15662,INFINITI,QX80RWD,Low
45980,2016,37927,INFINITI,QX804WD,Medium
46997,2015,21328,INFINITI,QX802WD,Low
45998,2014,50873,INFINITI,QX802WD,Medium
46888,2014,42692,INFINITI,QX802WD,Medium
44280,2014,49257,INFINITI,QX802WD,Medium
49730,2017,10881,INFINITI,QX80RWD,Low
48494,2015,19578,INFINITI,QX802WD,Low
50230,2017,13184,INFINITI,QX80RWD,Low
51998,2017,17033,INFINITI,QX80RWD,Low
50230,2017,14933,INFINITI,QX80RWD,Low
44998,2017,7871,INFINITI,QX70RWD,Low
48000,2015,43632,INFINITI,QX804WD,Medium
46998,2015,69264,INFINITI,QX802WD,Medium
52333,2017,17145,INFINITI,QX80RWD,Low
50980,2017,15503,INFINITI,QX80RWD,Low
51480,2017,12402,INFINITI,QX80RWD,Low
48480,2015,32354,INFINITI,QX802WD,Medium
50980,2017,19887,INFINITI,QX80RWD,Low
51480,2017,17250,INFINITI,QX80RWD,Low
49994,2016,41954,INFINITI,QX802WD,Medium
51888,2016,27505,INFINITI,QX804WD,Medium
53000,2017,18166,INFINITI,QX80RWD,Low
53777,2017,30567,INFINITI,QX80RWD,Medium
53994,2016,15113,INFINITI,QX802WD,Low
23990,2010,84918,INFINITI,QX564WD,High
54994,2016,11501,INFINITI,QX802WD,Low
54994,2016,18677,INFINITI,QX802WD,Low
56996,2017,17401,INFINITI,QX80RWD,Low
58888,2017,19165,INFINITI,QX80RWD,Low
59998,2017,5019,INFINITI,QX80RWD,Low
49998,2016,36979,INFINITI,QX802WD,Medium
59995,2016,9118,INFINITI,QX804WD,Low
59990,2016,15941,INFINITI,QX804WD,Low
51994,2016,30998,INFINITI,QX802WD,Medium
62888,2017,13174,INFINITI,QX804WD,Low
63888,2017,5614,INFINITI,QX804WD,Low
52788,2016,35400,INFINITI,QX804WD,Medium
62994,2017,16406,INFINITI,QX80RWD,Low
44998,2014,51007,INFINITI,QX804WD,Medium
63555,2016,23258,INFINITI,QX804WD,Low
55998,2016,25214,INFINITI,QX804WD,Medium
65999,2016,2450,INFINITI,QX804WD,Low
46998,2014,51142,INFINITI,QX804WD,Medium
71555,2017,12876,INFINITI,QX804WD,Low
72111,2017,9973,INFINITI,QX804WD,Low
73665,2017,3342,INFINITI,QX804WD,Low
73777,2017,4432,INFINITI,QX804WD,Low
75992,2017,3006,INFINITI,QX804WD,Low
72998,2017,8733,INFINITI,QX804WD,Low
3895,2002,138040,ISUZU,TROOPER4DR,High
4950,2003,75382,ISUZU,RODEO4DR,Medium
4988,2004,121874,ISUZU,ASCENDER4DR,High
6313,2000,95771,JAGUAR,XK82DR,High
9495,1999,53295,JAGUAR,XK82DR,Medium
7995,2008,73137,JAGUAR,S-TYPE4DR,Medium
2988,2001,74390,JAGUAR,S-TYPE4DR,Medium
4999,2006,99126,JAGUAR,S-TYPE4DR,High
9999,2000,63640,JAGUAR,XK82DR,Medium
4995,2004,83429,JAGUAR,S-TYPE4DR,High
8961,1999,74612,JAGUAR,XK82DR,Medium
10995,2006,48314,JAGUAR,S-TYPE4DR,Medium
6988,2003,83702,JAGUAR,S-TYPE4DR,High
5988,2003,88380,JAGUAR,S-TYPE4DR,High
4488,2006,120591,JAGUAR,X-TYPE4DR,High
20581,2012,30458,JAGUAR,XF4DR,Medium
12995,2007,33320,JAGUAR,X-TYPE4DR,Medium
15815,2011,75494,JAGUAR,XF4DR,Medium
17995,2011,50776,JAGUAR,XF4DR,Medium
19991,2011,39000,JAGUAR,XF4DR,Medium
14995,2009,75888,JAGUAR,XF4DR,Medium
20000,2012,50806,JAGUAR,XF4DR,Medium
17998,2012,81498,JAGUAR,XF4DR,High
20455,2012,47322,JAGUAR,XF4DR,Medium
11995,2009,115478,JAGUAR,XF4DR,High
3920,2002,119706,JAGUAR,X-TYPE4DR,High
24975,2015,21256,JAGUAR,XFPREMIUM,Low
22991,2013,29062,JAGUAR,XFXF,Medium
21977,2012,44715,JAGUAR,XF4DR,Medium
23153,2014,36770,JAGUAR,XFI4,Medium
13999,2009,109225,JAGUAR,XF4DR,High
21880,2014,58636,JAGUAR,XFI4,Medium
20995,2013,71406,JAGUAR,XFXF,Medium
17777,2011,83137,JAGUAR,XF4DR,High
23986,2014,38749,JAGUAR,XFI4,Medium
25673,2014,21381,JAGUAR,XFI4,Low
23990,2013,36075,JAGUAR,XFXF,Medium
25999,2014,39272,JAGUAR,XFV6,Medium
25990,2014,32014,JAGUAR,XFV6,Medium
28000,2015,26318,JAGUAR,XFPREMIUM,Medium
28000,2013,29672,JAGUAR,XFXF,Medium
13995,2008,90337,JAGUAR,XK2DR,High
24995,2012,47148,JAGUAR,XF4DR,Medium
30295,2014,33408,JAGUAR,XFV6,Medium
26998,2012,35335,JAGUAR,XF4DR,Medium
27780,2014,42982,JAGUAR,XFV6,Medium
15495,2009,96642,JAGUAR,XK,High
31497,2015,29664,JAGUAR,XFSPORT,Medium
30000,2017,9059,JAGUAR,XE20D,Low
19998,2007,49215,JAGUAR,XK2DR,Medium
22795,2007,47648,JAGUAR,XK2DR,Medium
7988,2004,92935,JAGUAR,XJ4DR,High
33995,2016,20476,JAGUAR,XF35T,Low
37995,2016,7733,JAGUAR,XF35T,Low
32988,2017,6753,JAGUAR,XE25T,Low
32480,2017,6766,JAGUAR,XE25T,Low
32730,2017,6326,JAGUAR,XE25T,Low
12995,2005,70121,JAGUAR,XJ4DR,Medium
24491,2009,53618,JAGUAR,XK,Medium
34995,2017,7412,JAGUAR,XE25T,Low
36988,2017,5555,JAGUAR,XE25T,Low
36988,2017,10728,JAGUAR,XE25T,Low
41988,2016,4600,JAGUAR,XF35T,Low
26992,2007,45420,JAGUAR,XK2DR,Medium
43497,2016,14649,JAGUAR,XF35T,Low
21995,2011,85976,JAGUAR,XJ4DR,High
43995,2016,2251,JAGUAR,XF35T,Low
36488,2012,19921,JAGUAR,XK2DR,Low
7988,2005,39301,JAGUAR,XJ4DR,Medium
24989,2011,64936,JAGUAR,XJ4DR,Medium
22999,2011,50451,JAGUAR,XF4DR,Medium
44992,2016,10265,JAGUAR,XF35T,Low
45497,2016,10067,JAGUAR,XF35T,Low
44999,2016,17009,JAGUAR,XF35T,Low
29985,2014,40709,JAGUAR,XFV6,Medium
29888,2013,51180,JAGUAR,XJRWD,Medium
36988,2011,42009,JAGUAR,XK2DR,Medium
30000,2012,58494,JAGUAR,XJ4DR,Medium
43995,2017,9636,JAGUAR,F-PACE35T,Low
35788,2016,14922,JAGUAR,XF35T,Low
43500,2014,23240,JAGUAR,XKXK,Low
46990,2017,384,JAGUAR,XE35T,Low
47996,2017,10841,JAGUAR,F-PACE35T,Low
48995,2017,11253,JAGUAR,F-PACE35T,Low
36990,2014,47133,JAGUAR,XJL,Medium
46995,2014,25504,JAGUAR,XKXK,Medium
39995,2015,38864,JAGUAR,XJL,Medium
49990,2017,10596,JAGUAR,F-PACE35T,Low
43295,2014,27895,JAGUAR,XJL,Medium
39880,2014,42616,JAGUAR,XJL,Medium
38980,2014,32998,JAGUAR,F-TYPEF-TYPE,Medium
41990,2015,33521,JAGUAR,XJL,Medium
44995,2014,28482,JAGUAR,XJL,Medium
53230,2017,4755,JAGUAR,F-PACE35T,Low
52995,2014,33760,JAGUAR,XKXKR,Medium
45738,2014,21057,JAGUAR,XJSUPERCHARGED,Low
53294,2014,33565,JAGUAR,XKXKR,Medium
42500,2014,31555,JAGUAR,F-TYPEF-TYPE,Medium
46000,2014,21397,JAGUAR,F-TYPEF-TYPE,Low
45980,2015,29421,JAGUAR,F-TYPECONVERTIBLE,Medium
56995,2017,31880,JAGUAR,F-PACES,Medium
48990,2015,11136,JAGUAR,F-TYPECOUPE,Low
53997,2016,10702,JAGUAR,XJR-SPORT,Low
49998,2014,24539,JAGUAR,F-TYPEF-TYPE,Low
62030,2017,6110,JAGUAR,F-PACES,Low
55980,2016,1716,JAGUAR,F-TYPECONVERTIBLE,Low
59497,2016,6931,JAGUAR,XJL,Low
65990,2016,1590,JAGUAR,XJL,Low
61480,2015,36278,JAGUAR,F-TYPECOUPE,Medium
65497,2015,10121,JAGUAR,F-TYPECONVERTIBLE,Low
51995,2014,13879,JAGUAR,F-TYPEF-TYPE,Low
66995,2015,14458,JAGUAR,F-TYPECONVERTIBLE,Low
65230,2015,6199,JAGUAR,F-TYPECOUPE,Low
79975,2016,3097,JAGUAR,F-TYPECONVERTIBLE,Low
88476,2017,85,JAGUAR,XJXJL,Low
119995,2017,1395,JAGUAR,F-TYPECOUPE,Low
119995,2017,1397,JAGUAR,F-TYPECOUPE,Low
14991,2017,25807,JEEP,COMPASSSPORT,Medium
15791,2017,17685,JEEP,COMPASSSPORT,Low
14494,2016,21679,JEEP,COMPASSLATITUDE,Low
14991,2017,29876,JEEP,COMPASSSPORT,Medium
10999,2016,44592,JEEP,COMPASSLATITUDE,Medium
11924,2015,38501,JEEP,COMPASSSPORT,Medium
15217,2016,14946,JEEP,COMPASSSPORT,Low
12991,2016,39895,JEEP,COMPASSSPORT,Medium
13492,2016,38765,JEEP,COMPASSSPORT,Medium
13974,2016,38366,JEEP,COMPASSLATITUDE,Medium
13500,2016,40035,JEEP,COMPASSSPORT,Medium
15988,2017,16117,JEEP,COMPASSSPORT,Low
16790,2017,18869,JEEP,COMPASSSPORT,Low
15988,2016,16009,JEEP,COMPASSSPORT,Low
13800,2016,37674,JEEP,COMPASSLATITUDE,Medium
12995,2016,37615,JEEP,COMPASSSPORT,Medium
7495,2010,53300,JEEP,COMPASSFWD,Medium
14000,2016,37615,JEEP,COMPASSSPORT,Medium
16681,2016,11362,JEEP,COMPASS75TH,Low
13877,2015,31545,JEEP,COMPASSSPORT,Medium
11992,2014,46321,JEEP,COMPASSSPORT,Medium
10995,2014,48254,JEEP,COMPASSSPORT,Medium
13981,2016,42415,JEEP,COMPASSLATITUDE,Medium
12495,2014,31595,JEEP,COMPASSLATITUDE,Medium
10999,2013,41432,JEEP,COMPASSLATITUDE,Medium
15295,2016,25202,JEEP,COMPASSLATITUDE,Medium
14749,2016,23829,JEEP,COMPASSSPORT,Low
14500,2016,38304,JEEP,COMPASSSPORT,Medium
15500,2016,26473,JEEP,COMPASSLATITUDE,Medium
15821,2016,33157,JEEP,COMPASSLATITUDE,Medium
14000,2016,35477,JEEP,COMPASSSPORT,Medium
15021,2016,43518,JEEP,COMPASSLATITUDE,Medium
7780,2010,85701,JEEP,COMPASSFWD,High
10909,2014,61945,JEEP,COMPASSSPORT,Medium
14981,2016,39526,JEEP,COMPASS75TH,Medium
15727,2015,23893,JEEP,COMPASSSPORT,Low
14988,2016,38688,JEEP,COMPASSLATITUDE,Medium
16697,2017,16659,JEEP,COMPASSLATITUDE,Low
13995,2014,54533,JEEP,CHEROKEESPORT,Medium
13574,2016,49058,JEEP,COMPASSSPORT,Medium
16882,2015,16528,JEEP,COMPASSLATITUDE,Low
13000,2014,38289,JEEP,COMPASSSPORT,Medium
16981,2016,20186,JEEP,COMPASSSPORT,Low
15000,2016,41641,JEEP,COMPASSLATITUDE,Medium
12500,2014,54550,JEEP,COMPASSSPORT,Medium
13275,2015,42829,JEEP,COMPASSSPORT,Medium
13994,2016,45618,JEEP,COMPASSSPORT,Medium
13878,2014,44424,JEEP,CHEROKEELATITUDE,Medium
13894,2016,47388,JEEP,COMPASSSPORT,Medium
15697,2016,25911,JEEP,COMPASSLATITUDE,Medium
16495,2014,30378,JEEP,CHEROKEELATITUDE,Medium
16690,2015,26681,JEEP,CHEROKEESPORT,Medium
15297,2016,31689,JEEP,COMPASSLATITUDE,Medium
14964,2015,37664,JEEP,COMPASSSPORT,Medium
14995,2016,35950,JEEP,COMPASSSPORT,Medium
17970,2016,14368,JEEP,CHEROKEEFWD,Low
13352,2014,52889,JEEP,CHEROKEESPORT,Medium
15240,2015,44170,JEEP,CHEROKEELATITUDE,Medium
10999,2014,68984,JEEP,COMPASSALTITUDE,Medium
17464,2017,17459,JEEP,CHEROKEELATITUDE,Low
14900,2016,36161,JEEP,COMPASSLATITUDE,Medium
12860,2013,40811,JEEP,COMPASSLATITUDE,Medium
16993,2015,14745,JEEP,CHEROKEESPORT,Low
17600,2016,19612,JEEP,CHEROKEEFWD,Low
20000,2017,6474,JEEP,CHEROKEESPORT,Low
13988,2014,52185,JEEP,COMPASSLIMITED,Medium
18991,2017,19742,JEEP,CHEROKEELATITUDE,Low
9998,2013,76304,JEEP,COMPASSSPORT,Medium
17488,2016,26003,JEEP,CHEROKEEFWD,Medium
19399,2016,8144,JEEP,CHEROKEE4WD,Low
15297,2016,39938,JEEP,COMPASSLATITUDE,Medium
6777,2009,82714,JEEP,COMPASS4WD,High
11490,2014,69054,JEEP,COMPASSLATITUDE,Medium
17450,2015,22982,JEEP,CHEROKEELATITUDE,Low
14990,2016,44823,JEEP,COMPASSSPORT,Medium
18665,2017,27771,JEEP,CHEROKEELIMITED,Medium
15480,2016,38768,JEEP,COMPASSLATITUDE,Medium
17759,2016,32718,JEEP,CHEROKEEFWD,Medium
17897,2017,19522,JEEP,COMPASSLATITUDE,Low
16444,2015,29470,JEEP,CHEROKEESPORT,Medium
14500,2014,31553,JEEP,CHEROKEESPORT,Medium
14900,2015,39819,JEEP,CHEROKEELATITUDE,Medium
18995,2017,25243,JEEP,CHEROKEELIMITED,Medium
12994,2016,26144,JEEP,PATRIOTSPORT,Medium
15888,2016,37265,JEEP,CHEROKEEFWD,Medium
17998,2016,10967,JEEP,CHEROKEEFWD,Low
18793,2017,11532,JEEP,CHEROKEESPORT,Low
15995,2016,37911,JEEP,CHEROKEEFWD,Medium
18706,2016,19481,JEEP,CHEROKEEFWD,Low
18991,2017,24741,JEEP,CHEROKEELIMITED,Low
14480,2014,38642,JEEP,COMPASSLATITUDE,Medium
15230,2014,25762,JEEP,COMPASSHIGH,Medium
9900,2015,29659,JEEP,PATRIOTSPORT,Medium
18991,2017,25129,JEEP,CHEROKEELIMITED,Medium
15195,2016,47626,JEEP,COMPASSLATITUDE,Medium
20876,2017,3491,JEEP,CHEROKEESPORT,Low
15485,2015,51936,JEEP,CHEROKEESPORT,Medium
16994,2014,18810,JEEP,COMPASSLATITUDE,Low
16995,2015,40917,JEEP,CHEROKEELATITUDE,Medium
16913,2015,19312,JEEP,COMPASSLATITUDE,Low
9936,2010,80169,JEEP,COMPASSFWD,High
18210,2015,14959,JEEP,CHEROKEELATITUDE,Low
15280,2016,44198,JEEP,COMPASSLATITUDE,Medium
19991,2017,6129,JEEP,CHEROKEESPORT,Low
13900,2014,48379,JEEP,COMPASSLATITUDE,Medium
15995,2014,33568,JEEP,COMPASSLIMITED,Medium
13922,2014,64283,JEEP,CHEROKEELATITUDE,Medium
16994,2014,21486,JEEP,COMPASSHIGH,Low
17909,2015,14308,JEEP,CHEROKEESPORT,Low
9500,2011,71790,JEEP,COMPASS4WD,Medium
19449,2016,20330,JEEP,CHEROKEEFWD,Low
18988,2016,23947,JEEP,CHEROKEEFWD,Low
13250,2014,7167,JEEP,PATRIOTSPORT,Low
12991,2014,72329,JEEP,CHEROKEESPORT,Medium
17980,2016,14804,JEEP,COMPASSHIGH,Low
8995,2013,99016,JEEP,COMPASSLATITUDE,High
12500,2016,32496,JEEP,PATRIOTSPORT,Medium
11500,2012,72249,JEEP,COMPASS4WD,Medium
12000,2016,24128,JEEP,PATRIOTSPORT,Low
11999,2011,68442,JEEP,COMPASSFWD,Medium
10895,2014,88395,JEEP,COMPASSSPORT,High
15591,2017,20079,JEEP,PATRIOTSPORT,Low
16813,2015,26892,JEEP,CHEROKEELATITUDE,Medium
19774,2017,18548,JEEP,CHEROKEELATITUDE,Low
18689,2017,21951,JEEP,CHEROKEELIMITED,Low
17900,2015,31677,JEEP,CHEROKEELATITUDE,Medium
16397,2015,32972,JEEP,CHEROKEELATITUDE,Medium
13999,2012,35197,JEEP,COMPASS4WD,Medium
10000,2011,84586,JEEP,COMPASSFWD,High
11990,2015,46016,JEEP,PATRIOTSPORT,Medium
11795,2014,80479,JEEP,COMPASSSPORT,High
14339,2014,60737,JEEP,CHEROKEESPORT,Medium
16888,2015,29944,JEEP,CHEROKEELATITUDE,Medium
16800,2014,32593,JEEP,CHEROKEELATITUDE,Medium
18989,2017,22416,JEEP,CHEROKEELIMITED,Low
16495,2014,38772,JEEP,CHEROKEELATITUDE,Medium
20500,2017,20357,JEEP,CHEROKEELIMITED,Low
20500,2017,20525,JEEP,CHEROKEELIMITED,Low
15791,2017,22981,JEEP,PATRIOTSPORT,Low
15297,2014,41927,JEEP,CHEROKEESPORT,Medium
17345,2014,35707,JEEP,CHEROKEELATITUDE,Medium
17480,2016,28434,JEEP,COMPASSHIGH,Medium
15891,2017,22388,JEEP,PATRIOTSPORT,Low
13287,2016,37825,JEEP,PATRIOTSPORT,Medium
11500,2015,24657,JEEP,PATRIOTSPORT,Low
15995,2014,44014,JEEP,COMPASSLIMITED,Medium
18000,2014,20335,JEEP,COMPASSLIMITED,Low
13412,2014,65135,JEEP,COMPASSLIMITED,Medium
15791,2017,24840,JEEP,PATRIOTSPORT,Low
19397,2017,20514,JEEP,CHEROKEELATITUDE,Low
19998,2017,16350,JEEP,CHEROKEELIMITED,Low
19888,2017,22026,JEEP,CHEROKEEHIGH,Low
18889,2017,27811,JEEP,CHEROKEELIMITED,Medium
19127,2016,36083,JEEP,CHEROKEE4WD,Medium
18989,2017,27059,JEEP,CHEROKEELIMITED,Medium
18900,2017,28303,JEEP,CHEROKEELIMITED,Medium
19689,2017,18810,JEEP,CHEROKEELIMITED,Low
19127,2016,36734,JEEP,CHEROKEE4WD,Medium
16500,2015,44679,JEEP,CHEROKEELATITUDE,Medium
19679,2017,19705,JEEP,CHEROKEELIMITED,Low
19763,2017,17481,JEEP,CHEROKEELIMITED,Low
18476,2016,25159,JEEP,CHEROKEEFWD,Medium
15491,2015,54625,JEEP,CHEROKEELATITUDE,Medium
7986,2011,107663,JEEP,COMPASS4WD,High
19689,2017,20430,JEEP,CHEROKEELIMITED,Low
15200,2017,15637,JEEP,PATRIOTLATITUDE,Low
19988,2015,16926,JEEP,CHEROKEEFWD,Low
14997,2016,9045,JEEP,PATRIOTSPORT,Low
16980,2014,23296,JEEP,COMPASSHIGH,Low
20625,2017,15600,JEEP,CHEROKEELATITUDE,Low
13900,2015,16627,JEEP,PATRIOTSPORT,Low
16480,2016,47382,JEEP,COMPASSLATITUDE,Medium
14780,2014,51066,JEEP,COMPASSHIGH,Medium
15480,2014,42866,JEEP,COMPASSLATITUDE,Medium
11000,2014,49698,JEEP,PATRIOTSPORT,Medium
16991,2017,16747,JEEP,PATRIOTLATITUDE,Low
19489,2017,25600,JEEP,CHEROKEELIMITED,Medium
19849,2017,21268,JEEP,CHEROKEELIMITED,Low
13495,2014,71272,JEEP,COMPASSLIMITED,Medium
21477,2017,21888,JEEP,CHEROKEELIMITED,Low
17697,2016,38951,JEEP,CHEROKEEFWD,Medium
11986,2014,38549,JEEP,PATRIOTLATITUDE,Medium
17500,2016,41540,JEEP,CHEROKEEFWD,Medium
17697,2016,39218,JEEP,CHEROKEEFWD,Medium
20289,2017,16627,JEEP,CHEROKEELIMITED,Low
17897,2016,36940,JEEP,CHEROKEEFWD,Medium
16998,2015,42746,JEEP,CHEROKEELATITUDE,Medium
19552,2016,34255,JEEP,CHEROKEEFWD,Medium
21113,2016,8381,JEEP,CHEROKEEFWD,Low
14500,2017,18593,JEEP,PATRIOTLATITUDE,Low
17998,2016,42801,JEEP,COMPASSLATITUDE,Medium
16998,2014,40861,JEEP,COMPASSLIMITED,Medium
12995,2016,29189,JEEP,PATRIOTSPORT,Medium
17790,2015,28332,JEEP,CHEROKEELATITUDE,Medium
11405,2015,40799,JEEP,PATRIOTSPORT,Medium
18994,2015,28745,JEEP,CHEROKEELATITUDE,Medium
14898,2016,11290,JEEP,PATRIOTSPORT,Low
19420,2016,32072,JEEP,CHEROKEEFWD,Medium
17995,2015,35891,JEEP,CHEROKEELATITUDE,Medium
18488,2015,40657,JEEP,CHEROKEELATITUDE,Medium
16998,2017,12405,JEEP,PATRIOTSPORT,Low
14077,2016,39405,JEEP,PATRIOTSPORT,Medium
17197,2014,33341,JEEP,CHEROKEELATITUDE,Medium
20092,2017,25162,JEEP,CHEROKEELIMITED,Medium
14912,2015,18218,JEEP,PATRIOTALTITUDE,Low
15991,2015,64377,JEEP,CHEROKEEFWD,Medium
15986,2017,17800,JEEP,PATRIOTSPORT,Low
18998,2015,19209,JEEP,CHEROKEELATITUDE,Low
15293,2016,7221,JEEP,PATRIOTSPORT,Low
14689,2017,23415,JEEP,PATRIOTLATITUDE,Low
15999,2014,50437,JEEP,CHEROKEELATITUDE,Medium
19995,2015,20922,JEEP,CHEROKEELIMITED,Low
17893,2014,27818,JEEP,CHEROKEELATITUDE,Medium
15988,2016,16689,JEEP,PATRIOTSPORT,Low
