Price,Year,Mileage,Make,Model,Usage_level
17700,2015,13807,BUICK,ENCORECONVENIENCE,Low
14555,2014,29535,BUICK,ENCOREFWD,Medium
15239,2015,20681,BUICK,ENCORECONVENIENCE,Low
16400,2015,21694,BUICK,ENCOREFWD,Low
16450,2014,12760,BUICK,ENCOREFWD,Low
15591,2015,29804,BUICK,ENCOREFWD,Medium
17479,2015,15572,BUICK,ENCORECONVENIENCE,Low
18991,2017,5395,BUICK,ENCOREFWD,Low
14975,2014,25352,BUICK,ENCOREPREMIUM,Medium
19327,2017,3339,BUICK,ENCOREFWD,Low
16992,2015,14754,BUICK,ENCOREFWD,Low
17283,2015,13444,BUICK,ENCOREFWD,Low
14523,2014,44773,BUICK,ENCORECONVENIENCE,Medium
15988,2015,24020,BUICK,ENCOREFWD,Low
16995,2015,17116,BUICK,ENCOREFWD,Low
15997,2015,29539,BUICK,ENCORECONVENIENCE,Medium
16969,2015,16939,BUICK,ENCOREFWD,Low
16987,2015,18936,BUICK,ENCOREFWD,Low
4977,2003,175975,BUICK,RENDEZVOUSCX,High
14500,2015,38441,BUICK,ENCORECONVENIENCE,Medium
16995,2015,27385,BUICK,ENCORECONVENIENCE,Medium
16991,2015,22787,BUICK,ENCORECONVENIENCE,Low
16711,2015,16895,BUICK,ENCOREFWD,Low
17000,2015,23977,BUICK,ENCORECONVENIENCE,Low
16998,2015,20357,BUICK,ENCOREFWD,Low
17251,2015,13894,BUICK,ENCOREFWD,Low
13999,2015,53359,BUICK,ENCORECONVENIENCE,Medium
18000,2016,13317,BUICK,ENCOREFWD,Low
18500,2016,11341,BUICK,ENCOREFWD,Low
16500,2015,17360,BUICK,ENCOREFWD,Low
15499,2015,29539,BUICK,ENCORECONVENIENCE,Medium
14500,2014,33420,BUICK,ENCORECONVENIENCE,Medium
17990,2015,6848,BUICK,ENCOREFWD,Low
16495,2014,28457,BUICK,ENCORECONVENIENCE,Medium
16994,2016,21665,BUICK,ENCOREFWD,Low
10900,2014,78000,BUICK,ENCOREFWD,Medium
18498,2016,19302,BUICK,ENCORECONVENIENCE,Low
18990,2016,17864,BUICK,ENCORESPORT,Low
14900,2014,26112,BUICK,ENCORECONVENIENCE,Medium
15230,2015,31101,BUICK,ENCORECONVENIENCE,Medium
14770,2014,48390,BUICK,ENCOREFWD,Medium
14000,2014,41505,BUICK,ENCOREFWD,Medium
13800,2014,67496,BUICK,ENCOREFWD,Medium
14874,2014,31861,BUICK,ENCORECONVENIENCE,Medium
17000,2014,15447,BUICK,ENCOREFWD,Low
18214,2016,15389,BUICK,ENCOREFWD,Low
20996,2016,4603,BUICK,ENCORESPORT,Low
16299,2014,26647,BUICK,ENCORECONVENIENCE,Medium
17488,2015,19274,BUICK,ENCORECONVENIENCE,Low
16999,2015,15390,BUICK,ENCORECONVENIENCE,Low
20499,2017,4120,BUICK,ENCOREFWD,Low
16520,2014,19557,BUICK,ENCOREFWD,Low
16987,2015,25936,BUICK,ENCORECONVENIENCE,Medium
14990,2012,98297,BUICK,VERANO4DR,High
16197,2015,25995,BUICK,ENCOREFWD,Medium
22000,2017,10,ACURA,ILXAUTOMATIC,Low
4995,2004,149872,ACURA,TSXAUTOMATIC,High
8988,2006,131760,ACURA,TLAUTOMATIC,High
21899,2014,52675,ACURA,RDXFWD,Medium
15695,2009,99376,ACURA,RDXAWD,High
23926,2015,37578,ACURA,TLXFWD,Medium
27990,2017,10427,ACURA,TLXFWD,Low
27480,2015,27488,ACURA,RDXFWD,Medium
22426,2013,59129,ACURA,MDXBASE,Medium
24777,2013,62552,ACURA,MDXWITH,Medium
40900,2017,7039,ACURA,MDXFWD,Low
43900,2017,7071,ACURA,MDXFWD,Low
47835,2018,19,ALFA,ROMEO,Low
7450,2007,81506,AUDI,A42007,High
7995,2006,91668,AUDI,A44DR,High
25991,2015,13182,AUDI,A42.0T,Low
9495,2007,115824,AUDI,A64DR,High
27920,2014,43149,AUDI,A62.0T,Medium
37771,2017,9448,AUDI,A4SEASON,Low
22950,2011,47901,AUDI,Q5QUATTRO,Medium
29480,2015,50022,AUDI,Q52.0T,Medium
34000,2015,27940,AUDI,Q52.0T,Medium
43380,2017,7047,AUDI,A62.0T,Low
14995,2009,98858,AUDI,Q7QUATTRO,High
60995,2013,26005,AUDI,A8,Medium
17750,2014,33026,BMW,3,Medium
24997,2015,17250,BMW,3,Low
13995,2009,95060,BMW,3,High
15000,2012,101589,BMW,3,High
9995,2006,112730,BMW,3,High
17899,2011,52085,BMW,5,Medium
21800,2014,53632,BMW,X3XDRIVE28I,Medium
9995,2009,120186,BMW,3,High
7995,2005,115969,BMW,7,High
11899,2007,76438,BMW,3,Medium
15995,2008,68001,BMW,7,Medium
17988,2011,72972,BMW,5,Medium
33476,2016,12655,BMW,X3SDRIVE28I,Low
33964,2015,36020,BMW,5,Medium
27998,2015,57136,BMW,4,Medium
23867,2013,63801,BMW,X5XDRIVE35I,Medium
52991,2016,13158,BMW,X5,Low
49995,2015,17292,BMW,7,Low
59991,2017,15348,BMW,X5XDRIVE35I,Low
7950,2009,88000,BUICK,LACROSSE4DR,High
13888,2011,84151,BUICK,ENCLAVEFWD,High
10395,2009,82119,BUICK,LUCERNE4DR,High
18600,2014,48392,CADILLAC,ATS2.0L,Medium
27998,2014,21176,CADILLAC,CTS,Low
57891,2015,33507,CADILLAC,ESCALADE4WD,Medium
76230,2016,6913,CADILLAC,CTS-V,Low
15000,2016,24799,CHEVROLET,CRUZELT,Low
11995,2013,66280,CHEVROLET,MALIBUECO,Medium
9700,2014,85319,CHEVROLET,CRUZE2LT,High
16900,2016,34614,CHEVROLET,MALIBU,Medium
16497,2016,34546,CHEVROLET,MALIBU,Medium
9555,2015,44092,CHEVROLET,SONICHATCH,Medium
14980,2013,73589,CHEVROLET,EQUINOXFWD,Medium
8000,2009,96919,CHEVROLET,IMPALA4DR,High
2960,2002,110282,CHEVROLET,CAVALIER4DR,High
12500,2013,98228,CHEVROLET,TRAVERSE2LT,High
13908,2008,93005,CHEVROLET,SILVERADO,High
26991,2013,36440,CHEVROLET,SILVERADO,Medium
27995,2014,24387,CHEVROLET,SILVERADO,Low
21995,2011,85486,CHEVROLET,SILVERADO,High
23130,2013,110485,CHEVROLET,SILVERADO,High
31497,2015,22609,CHEVROLET,COLORADOCREW,Low
19995,2013,110045,CHEVROLET,AVALANCHELS,High
18998,2008,102054,CHEVROLET,AVALANCHE4WD,High
37950,2015,59490,CHEVROLET,TAHOE2WD,Medium
30999,2014,63749,CHEVROLET,SILVERADO,Medium
13994,2015,21431,CHRYSLER,200S,Low
15990,2015,30191,CHRYSLER,200LIMITED,Medium
14895,2015,82683,CHRYSLER,200LIMITED,High
17785,2014,33296,CHRYSLER,TOWN,Medium
2988,2005,172053,CHRYSLER,PT,High
15944,2015,45338,CHRYSLER,200S,Medium
20999,2017,6744,DODGE,GRAND,Low
20995,2017,32590,DODGE,GRAND,Medium
7995,2008,122745,DODGE,NITROR/T,High
26433,2016,46864,DODGE,DURANGO2WD,Medium
33900,2015,22850,DODGE,CHALLENGERR/T,Low
35423,2015,26082,DODGE,DURANGO2WD,Medium
14795,2016,42990,FIAT,500XFWD,Medium
9799,2012,37419,FORD,FUSION4DR,Medium
10995,2014,18873,FORD,FOCUSSEDAN,Low
16990,2016,16632,FORD,ESCAPEFWD,Low
16488,2014,16189,FORD,ESCAPESE,Low
8699,2014,98968,FORD,FOCUSHATCHBACK,High
16990,2016,31890,FORD,ESCAPE4WD,Medium
17988,2016,35000,FORD,MUSTANGFASTBACK,Medium
17279,2013,79564,FORD,FUSIONHYBRID,Medium
16978,2015,34408,FORD,TAURUSSEL,Medium
7790,2010,142852,FORD,FLEX4DR,High
33899,2017,20017,FORD,EXPLORERFWD,Low
43995,2013,76928,FORD,F-150SUPERCREW,Medium
54489,2017,7806,FORD,F-150LARIAT,Low
23495,2012,104650,GMC,SIERRA,High
8477,2008,76988,HONDA,CIVIC,Medium
13500,2015,35764,HONDA,FITLX,Medium
15995,2014,30914,HONDA,ACCORD,Medium
16000,2016,11709,HONDA,FITLX,Low
16997,2015,21028,HONDA,ACCORD,Low
7981,2009,116717,HONDA,CIVIC,High
22852,2017,1000,HONDA,CIVIC,Low
9500,2011,82870,HONDA,ACCORD,High
15981,2015,40067,HONDA,ACCORD,Medium
14990,2015,25592,HONDA,FITLX,Medium
15400,2014,27259,HONDA,CIVIC,Medium
15823,2013,60000,HONDA,CIVIC,Medium
16991,2016,4287,HONDA,FITLX,Low
10911,2012,73877,HONDA,ACCORD,Medium
17500,2014,27131,HONDA,ACCORD,Medium
9991,2010,75622,HONDA,ACCORD,Medium
13668,2015,36275,HONDA,FITLX,Medium
17979,2014,40320,HONDA,CIVIC,Medium
6981,2010,88096,HONDA,FIT5DR,High
5995,2007,114551,HONDA,CIVIC,High
17991,2016,4560,HONDA,FITEX,Low
13500,2013,39820,HONDA,CIVIC,Medium
19500,2016,10556,HONDA,ACCORD,Low
19995,2016,7894,HONDA,ACCORD,Low
7990,2012,105424,HONDA,INSIGHTCVT,High
6988,2008,111766,HONDA,CIVIC,High
16900,2014,28276,HONDA,ACCORD,Medium
17481,2015,23468,HONDA,ACCORD,Low
14995,2014,34948,HONDA,ACCORD,Medium
8894,2011,125705,HONDA,CIVIC,High
9900,2013,65254,HONDA,FITAUTOMATIC,Medium
17999,2016,26203,HONDA,ACCORD,Medium
10998,2011,54940,HONDA,FIT5DR,Medium
20000,2016,5724,HONDA,ACCORD,Low
14500,2015,35399,HONDA,FITEX,Medium
18500,2015,11136,HONDA,ACCORD,Low
12650,2012,57289,HONDA,ACCORD,Medium
19490,2016,16990,HONDA,CIVIC,Low
13591,2015,67494,HONDA,ACCORD,Medium
15218,2014,28719,HONDA,ACCORD,Medium
16148,2014,17538,HONDA,ACCORD,Low
17999,2016,13825,HONDA,ACCORD,Low
14400,2015,18882,HONDA,FITLX,Low
21000,2017,9751,HONDA,CIVIC,Low
13995,2014,35774,HONDA,ACCORD,Medium
14826,2014,34843,HONDA,ACCORD,Medium
14522,2014,40538,HONDA,ACCORD,Medium
15496,2015,24111,HONDA,CIVIC,Low
15500,2015,19473,HONDA,FITEX,Low
17998,2015,41251,HONDA,CIVIC,Medium
19998,2016,7856,HONDA,ACCORD,Low
4000,2005,120979,HONDA,CIVIC,High
8990,2013,140312,HONDA,CIVIC,High
10402,2011,67704,HONDA,ACCORD,Medium
21239,2017,5782,HONDA,ACCORD,Low
16995,2014,14701,HONDA,ACCORD,Low
13991,2014,61171,HONDA,ACCORD,Medium
14490,2015,19364,HONDA,FITEX,Low
18984,2015,5525,HONDA,ACCORD,Low
21480,2017,5757,HONDA,CIVIC,Low
9990,2011,63840,HONDA,ACCORD,Medium
15995,2014,29181,HONDA,ACCORD,Medium
15900,2014,27944,HONDA,ACCORD,Medium
8990,2010,48221,HONDA,FIT5DR,Medium
9771,2011,53336,HONDA,FIT5DR,Medium
21995,2017,10228,HONDA,CIVIC,Low
17713,2016,3840,HONDA,FITEX,Low
14000,2013,38382,HONDA,CIVIC,Medium
16397,2014,13704,HONDA,ACCORD,Low
7788,2011,88182,HONDA,CIVIC,High
16491,2015,31835,HONDA,ACCORD,Medium
16000,2014,33349,HONDA,ACCORD,Medium
11000,2010,67314,HONDA,ACCORD,Medium
9480,2010,47396,HONDA,ACCORD,Medium
18975,2016,17208,HONDA,CIVIC,Low
15992,2015,35261,HONDA,CIVIC,Medium
16694,2015,12901,HONDA,ACCORD,Low
11396,2012,87971,HONDA,CIVIC,High
14526,2014,32122,HONDA,ACCORD,Medium
12998,2013,69997,HONDA,CIVIC,Medium
19999,2017,5931,HONDA,ACCORD,Low
16533,2015,20392,HONDA,ACCORD,Low
14500,2016,28620,HONDA,FITLX,Medium
18977,2016,21302,HONDA,CIVIC,Low
17393,2015,13223,HONDA,CIVIC,Low
18326,2015,9782,HONDA,ACCORD,Low
14528,2015,31356,HONDA,FITLX,Medium
15995,2015,25312,HONDA,CIVIC,Medium
8980,2007,43694,HONDA,ACCORD,Medium
10999,2012,58655,HONDA,ACCORD,Medium
14975,2013,24056,HONDA,ACCORD,Low
7495,2010,71342,HONDA,INSIGHT5DR,Medium
15992,2014,36440,HONDA,ACCORD,Medium
15990,2014,30085,HONDA,ACCORD,Medium
9995,2011,69047,HONDA,FIT5DR,Medium
19394,2016,24915,HONDA,CIVIC,Low
13500,2014,50524,HONDA,ACCORD,Medium
16990,2016,4066,HONDA,FITLX,Low
19716,2017,7791,HONDA,ACCORD,Low
6250,2008,118021,HONDA,CIVIC,High
18158,2014,14989,HONDA,CIVIC,Low
12988,2013,39160,HONDA,CIVIC,Medium
15500,2014,25146,HONDA,ACCORD,Medium
15991,2015,4736,HONDA,FITEX-L,Low
21993,2017,9942,HONDA,CIVIC,Low
17986,2014,38628,HONDA,CIVIC,Medium
20490,2017,2706,HONDA,ACCORD,Low
16492,2014,33871,HONDA,ACCORD,Medium
16000,2015,24921,HONDA,ACCORD,Low
6988,2010,119206,HONDA,CIVIC,High
16986,2016,4738,HONDA,FITEX,Low
20499,2017,6536,HONDA,ACCORD,Low
11995,2012,81402,HONDA,CIVIC,High
13994,2013,41357,HONDA,ACCORD,Medium
17600,2014,16811,HONDA,ACCORD,Low
15500,2016,42119,HONDA,ACCORD,Medium
13480,2012,60801,HONDA,CIVIC,Medium
16526,2013,40439,HONDA,CIVIC,Medium
8995,2012,79097,HONDA,CIVIC,Medium
13995,2014,47873,HONDA,CIVIC,Medium
18922,2017,14899,HONDA,CIVIC,Low
14988,2015,50860,HONDA,CIVIC,Medium
6500,2009,104887,HONDA,CIVIC,High
17000,2015,30774,HONDA,CIVIC,Medium
10476,2011,81558,HONDA,CIVIC,High
17881,2016,2725,HONDA,CIVIC,Low
9177,2008,66703,HONDA,CIVIC,Medium
7500,2011,94749,HONDA,CR-Z3DR,High
8888,2010,94219,HONDA,CIVIC,High
14777,2015,23359,HONDA,FITEX,Low
12000,2014,59609,HONDA,CIVIC,Medium
8995,2012,96693,HONDA,CIVIC,High
8688,2012,134978,HONDA,CIVIC,High
20694,2016,21720,HONDA,CIVIC,Low
7894,2012,116779,HONDA,CIVIC,High
15481,2015,42156,HONDA,ACCORD,Medium
17196,2016,30580,HONDA,ACCORD,Medium
14990,2015,14130,HONDA,FITEX,Low
14500,2014,33318,HONDA,ACCORD,Medium
12577,2015,31489,HONDA,FITLX,Medium
9491,2011,69307,HONDA,CR-Z3DR,Medium
16000,2013,40778,HONDA,CIVIC,Medium
6891,2008,105388,HONDA,CIVIC,High
10000,2009,83058,HONDA,CIVIC,High
15642,2015,48988,HONDA,CIVIC,Medium
22015,2017,2063,HONDA,CIVIC,Low
9499,2009,74265,HONDA,CIVIC,Medium
15991,2014,25609,HONDA,CR-ZEX,Medium
17995,2014,34170,HONDA,CIVIC,Medium
9000,2012,93520,HONDA,CIVIC,High
9795,2008,71605,HONDA,CIVIC,Medium
16980,2017,2193,HONDA,FITEX,Low
14480,2016,23734,HONDA,FITLX,Low
16950,2016,4795,HONDA,FITEX,Low
11495,2012,73889,HONDA,ACCORD,Medium
16975,2016,5709,HONDA,FITEX,Low
21500,2016,10272,HONDA,CIVIC,Low
12988,2012,43826,HONDA,CIVIC,Medium
21526,2016,2356,HONDA,CIVIC,Low
9995,2010,50920,HONDA,FIT5DR,Medium
10591,2013,56643,HONDA,FITAUTOMATIC,Medium
18995,2015,23549,HONDA,CIVIC,Low
17481,2015,14792,HONDA,ACCORD,Low
13900,2013,27164,HONDA,CIVIC,Medium
17502,2015,18009,HONDA,ACCORD,Low
17591,2016,23169,HONDA,ACCORD,Low
15100,2015,23243,HONDA,FITEX,Low
18990,2014,16823,HONDA,CIVIC,Low
14999,2015,35800,HONDA,CIVIC,Medium
17898,2015,35828,HONDA,CIVIC,Medium
11684,2012,54624,HONDA,CIVIC,Medium
6911,2008,110762,HONDA,CIVIC,High
19499,2017,6070,HONDA,ACCORD,Low
9900,2011,65911,HONDA,CIVIC,Medium
17995,2016,11600,HONDA,CIVIC,Low
6499,2010,118423,HONDA,CIVIC,High
16986,2015,28602,HONDA,CIVIC,Medium
11690,2013,33814,HONDA,CIVIC,Medium
12399,2012,25168,HONDA,CIVIC,Medium
11980,2013,59115,HONDA,CIVIC,Medium
17655,2016,22327,HONDA,CIVIC,Low
20735,2017,7647,HONDA,CIVIC,Low
20950,2016,12286,HONDA,CIVIC,Low
15555,2014,39185,HONDA,CIVIC,Medium
14495,2014,43412,HONDA,CIVIC,Medium
3986,2005,105799,HONDA,CIVIC,High
7900,2006,66200,HONDA,CIVIC,Medium
7095,2011,68826,HONDA,FIT5DR,Medium
6990,2007,103769,HONDA,CIVIC,High
17286,2016,19209,HONDA,CIVIC,Low
14911,2014,36018,HONDA,ACCORD,Medium
10995,2013,50130,HONDA,FITSPORT,Medium
14999,2016,27450,HONDA,ACCORD,Medium
16999,2017,10019,HONDA,FITEX,Low
10991,2012,58490,HONDA,CIVIC,Medium
3995,2005,113059,HONDA,CIVIC,High
14274,2014,23677,HONDA,CIVIC,Low
9995,2012,51662,HONDA,CIVIC,Medium
12500,2013,70516,HONDA,CIVIC,Medium
15791,2014,45187,HONDA,CIVIC,Medium
11950,2015,65901,HONDA,CIVIC,Medium
8999,2011,48582,HONDA,FIT5DR,Medium
13900,2014,30123,HONDA,CIVIC,Medium
21116,2016,5731,HONDA,CIVIC,Low
14000,2014,28996,HONDA,CIVIC,Medium
14650,2015,16480,HONDA,FITLX,Low
6795,2007,31168,HONDA,FIT5DR,Medium
9495,2013,62106,HONDA,FITMANUAL,Medium
7715,2009,100178,HONDA,CIVIC,High
7988,2011,77425,HONDA,CIVIC,Medium
19979,2016,16934,HONDA,CIVIC,Low
14900,2014,40592,HONDA,ACCORD,Medium
14926,2015,32832,HONDA,ACCORD,Medium
11981,2012,38405,HONDA,CIVIC,Medium
16300,2015,7572,HONDA,FITEX,Low
13726,2014,39000,HONDA,ACCORD,Medium
15500,2014,35703,HONDA,ACCORD,Medium
17000,2015,8258,HONDA,ACCORD,Low
14855,2015,42998,HONDA,CIVIC,Medium
15945,2015,31816,HONDA,CIVIC,Medium
15395,2014,28085,HONDA,CIVIC,Medium
7915,2011,80769,HONDA,CIVIC,High
14778,2015,32546,HONDA,CIVIC,Medium
10491,2011,46692,HONDA,CR-Z3DR,Medium
11991,2012,59714,HONDA,CIVIC,Medium
13738,2014,45838,HONDA,CIVIC,Medium
17967,2016,16382,HONDA,CIVIC,Low
15000,2014,30696,HONDA,CIVIC,Medium
13530,2015,47928,HONDA,CIVIC,Medium
11000,2013,38836,HONDA,CIVIC,Medium
9980,2013,77455,HONDA,CIVIC,Medium
19272,2017,30,HONDA,CIVIC,Low
17779,2016,21182,HONDA,CIVIC,Low
15995,2014,21889,HONDA,CIVIC,Low
12360,2014,54006,HONDA,CIVIC,Medium
9496,2010,59799,HONDA,CIVIC,Medium
16000,2013,14023,HONDA,CIVIC,Low
9000,2012,97390,HONDA,CIVIC,High
14990,2014,28285,HONDA,CIVIC,Medium
16500,2015,25422,HONDA,CIVIC,Medium
20774,2017,4148,HONDA,CIVIC,Low
4977,2007,105000,HONDA,CIVIC,High
16639,2014,24867,HONDA,CIVIC,Low
13275,2015,26389,HONDA,FITLX,Medium
8950,2014,106694,HONDA,CIVIC,High
14106,2014,41125,HONDA,CIVIC,Medium
16000,2015,34748,HONDA,CIVIC,Medium
10986,2012,76045,HONDA,CIVIC,Medium
9500,2007,41385,HONDA,CIVIC,Medium
20634,2017,2300,HONDA,CIVIC,Low
18989,2016,9601,HONDA,CIVIC,Low
19923,2016,3519,HONDA,CIVIC,Low
15000,2015,35945,HONDA,CIVIC,Medium
17997,2015,30133,HONDA,CIVIC,Medium
15991,2016,18733,HONDA,FITEX,Low
12600,2013,30590,HONDA,FITAUTOMATIC,Medium
17000,2015,27000,HONDA,CIVIC,Medium
13950,2014,48677,HONDA,CIVIC,Medium
19899,2016,16175,HONDA,CIVIC,Low
21495,2017,5465,HONDA,CIVIC,Low
18995,2016,18475,HONDA,CIVIC,Low
8514,2011,92511,HONDA,CIVIC,High
6988,2008,85186,HONDA,CIVIC,High
21991,2017,9733,HONDA,CIVIC,Low
19554,2016,9744,HONDA,CIVIC,Low
16423,2015,35649,HONDA,CIVIC,Medium
14792,2017,14705,HONDA,FITLX,Low
9995,2011,85813,HONDA,CIVIC,High
18771,2016,7280,HONDA,ACCORD,Low
13126,2016,33295,HONDA,FITLX,Medium
12995,2013,56475,HONDA,CIVIC,Medium
15872,2016,8048,HONDA,FITLX,Low
13995,2014,25099,HONDA,ACCORD,Medium
13926,2014,35071,HONDA,ACCORD,Medium
16500,2014,34106,HONDA,CIVIC,Medium
13900,2014,34454,HONDA,CIVIC,Medium
13900,2014,34745,HONDA,CIVIC,Medium
16898,2016,17912,HONDA,CIVIC,Low
12730,2014,38402,HONDA,CIVIC,Medium
13986,2013,29407,HONDA,CIVIC,Medium
12595,2014,19657,HONDA,CIVIC,Low
15225,2014,24674,HONDA,CIVIC,Low
15555,2015,37845,HONDA,CIVIC,Medium
15093,2014,13878,HONDA,CIVIC,Low
15995,2014,18397,HONDA,CIVIC,Low
15908,2014,21578,HONDA,CIVIC,Low
16991,2016,13149,HONDA,CIVIC,Low
13797,2015,44600,HONDA,CIVIC,Medium
19992,2016,10605,HONDA,CIVIC,Low
20500,2016,11181,HONDA,CIVIC,Low
15500,2015,16423,HONDA,CIVIC,Low
20768,2017,17,HONDA,CIVIC,Low
15320,2015,59185,HONDA,CIVIC,Medium
13991,2015,49737,HONDA,CIVIC,Medium
14900,2014,35073,HONDA,CIVIC,Medium
15991,2015,41648,HONDA,CIVIC,Medium
8250,2011,81581,HONDA,CIVIC,High
14993,2015,51040,HONDA,CIVIC,Medium
13400,2014,42887,HONDA,CIVIC,Medium
13000,2014,31163,HONDA,CIVIC,Medium
9999,2010,88608,HONDA,CIVIC,High
13818,2014,15669,HONDA,CIVIC,Low
18978,2017,2065,HONDA,CIVIC,Low
15500,2014,25081,HONDA,CIVIC,Medium
9998,2009,44388,HONDA,CIVIC,Medium
14900,2014,38971,HONDA,CIVIC,Medium
17975,2016,14248,HONDA,CIVIC,Low
14997,2015,37530,HONDA,CIVIC,Medium
9495,2010,74833,HONDA,CIVIC,Medium
10999,2013,34710,HONDA,FITAUTOMATIC,Medium
18000,2016,13003,HONDA,CIVIC,Low
10950,2013,78888,HONDA,CIVIC,Medium
10267,2012,91670,HONDA,CIVIC,High
10990,2013,83354,HONDA,CIVIC,High
13000,2014,36395,HONDA,CIVIC,Medium
12395,2014,37948,HONDA,ACCORD,Medium
15000,2014,35564,HONDA,CIVIC,Medium
8753,2012,100330,HONDA,CIVIC,High
15991,2014,34359,HONDA,CIVIC,Medium
14950,2014,32663,HONDA,CIVIC,Medium
15796,2014,36006,HONDA,CIVIC,Medium
16891,2015,26587,HONDA,CIVIC,Medium
7980,2013,61682,HONDA,FITAUTOMATIC,Medium
15191,2015,42451,HONDA,CIVIC,Medium
12988,2014,28161,HONDA,CIVIC,Medium
14500,2015,33015,HONDA,CIVIC,Medium
12995,2014,30843,HONDA,CIVIC,Medium
14690,2014,20594,HONDA,CIVIC,Low
13500,2014,34395,HONDA,CIVIC,Medium
14750,2015,17233,HONDA,CIVIC,Low
16100,2016,18792,HONDA,CIVIC,Low
14900,2014,18929,HONDA,CIVIC,Low
15900,2015,16769,HONDA,CIVIC,Low
13450,2014,26126,HONDA,CIVIC,Medium
12490,2014,40293,HONDA,CIVIC,Medium
16794,2016,18142,HONDA,CIVIC,Low
11488,2014,54904,HONDA,CIVIC,Medium
17295,2015,5449,HONDA,CIVIC,Low
14000,2015,22922,HONDA,CIVIC,Low
15991,2015,20180,HONDA,CIVIC,Low
9791,2013,41630,HONDA,CIVIC,Medium
15991,2014,20323,HONDA,CIVIC,Low
12995,2013,43894,HONDA,CIVIC,Medium
14500,2015,40813,HONDA,CIVIC,Medium
15993,2014,22141,HONDA,CIVIC,Low
8288,2008,61754,HONDA,CIVIC,Medium
16991,2016,36157,HONDA,CIVIC,Medium
17483,2016,16336,HONDA,CIVIC,Low
13991,2013,25919,HONDA,CIVIC,Medium
14288,2014,32648,HONDA,CIVIC,Medium
19956,2017,200,HONDA,CIVIC,Low
13361,2014,49735,HONDA,CIVIC,Medium
16859,2016,30926,HONDA,CIVIC,Medium
16762,2015,17518,HONDA,CIVIC,Low
13748,2013,40105,HONDA,CIVIC,Medium
9000,2012,88869,HONDA,CIVIC,High
15000,2015,10616,HONDA,CR-ZEX,Low
17980,2016,20611,HONDA,CIVIC,Low
9800,2012,84608,HONDA,CIVIC,High
16989,2015,24722,HONDA,CIVIC,Low
18276,2016,21168,HONDA,CIVIC,Low
14900,2014,40615,HONDA,CIVIC,Medium
16600,2015,25941,HONDA,CIVIC,Medium
15923,2015,27110,HONDA,CIVIC,Medium
15650,2014,22022,HONDA,CIVIC,Low
10999,2012,53600,HONDA,CIVIC,Medium
16817,2016,28202,HONDA,CIVIC,Medium
13311,2013,46060,HONDA,CIVIC,Medium
16990,2017,24781,HONDA,CIVIC,Low
8750,2012,97379,HONDA,CIVIC,High
14990,2014,34861,HONDA,CIVIC,Medium
17233,2015,13511,HONDA,CIVIC,Low
12500,2014,35480,HONDA,CIVIC,Medium
12140,2013,48644,HONDA,CIVIC,Medium
17238,2017,5840,HONDA,CIVIC,Low
13795,2014,25067,HONDA,CIVIC,Medium
16975,2016,9229,HONDA,CIVIC,Low
13995,2014,24008,HONDA,CIVIC,Low
14812,2015,23196,HONDA,CIVIC,Low
14295,2015,31103,HONDA,CIVIC,Medium
13999,2014,27009,HONDA,CIVIC,Medium
10995,2013,44445,HONDA,CIVIC,Medium
15854,2014,26433,HONDA,CIVIC,Medium
10890,2012,57543,HONDA,CIVIC,Medium
17990,2016,6450,HONDA,CIVIC,Low
15400,2014,30202,HONDA,CIVIC,Medium
16795,2016,14532,HONDA,CIVIC,Low
15999,2016,23370,HONDA,CIVIC,Low
17450,2016,25734,HONDA,CIVIC,Medium
13999,2014,31083,HONDA,CIVIC,Medium
16455,2016,18922,HONDA,CIVIC,Low
14000,2014,24971,HONDA,CIVIC,Low
8900,2011,73512,HONDA,CIVIC,Medium
15991,2014,28103,HONDA,CIVIC,Medium
17126,2016,24022,HONDA,CIVIC,Low
15351,2014,34850,HONDA,CIVIC,Medium
17135,2016,25766,HONDA,CIVIC,Medium
15588,2015,25043,HONDA,CIVIC,Medium
14988,2015,41990,HONDA,CIVIC,Medium
16496,2014,17487,HONDA,CIVIC,Low
13900,2014,31691,HONDA,CIVIC,Medium
14500,2014,29612,HONDA,CIVIC,Medium
16970,2016,16460,HONDA,CIVIC,Low
16000,2015,21430,HONDA,CIVIC,Low
14322,2014,34600,HONDA,CIVIC,Medium
14962,2015,35586,HONDA,CIVIC,Medium
13995,2013,16932,HONDA,CIVIC,Low
13900,2014,33385,HONDA,CIVIC,Medium
16999,2015,21528,HONDA,CIVIC,Low
11995,2013,38638,HONDA,CIVIC,Medium
14317,2014,29488,HONDA,CIVIC,Medium
14490,2014,31220,HONDA,CIVIC,Medium
18117,2016,6991,HONDA,CIVIC,Low
15488,2014,27376,HONDA,CIVIC,Medium
13500,2014,41363,HONDA,CIVIC,Medium
13526,2014,44917,HONDA,CIVIC,Medium
10987,2013,67406,HONDA,CIVIC,Medium
13995,2015,31022,HONDA,CIVIC,Medium
16300,2015,20578,HONDA,CIVIC,Low
17889,2016,23244,HONDA,CIVIC,Low
11499,2014,20480,HONDA,CIVIC,Low
4995,2012,89794,HONDA,CIVIC,High
15999,2017,320,HONDA,CIVIC,Low
12926,2015,8874,HONDA,CR-ZEX,Low
11999,2015,33885,HONDA,CIVIC,Medium
12126,2013,24813,HONDA,CIVIC,Low
